TaxID,Superkingdom,Kingdom,Phylum,Class,Order,Family,Genus,Species,Organism Groups,Strain,Size(Mb),GC%,Type,CDS,Assembly,Genes,rRNA,tRNA
123605,Eukaryota,Viridiplantae,Streptophyta,Pinopsida,Pinales,Pinaceae,Abies,Abies beshanzuensis,Eukaryota;Plants;Land Plants,,0.121399,38.2565,chloroplast,74,,113,4,35
425836,Eukaryota,Viridiplantae,Streptophyta,Pinopsida,Pinales,Pinaceae,Abies,Abies chensiensis,Eukaryota;Plants;Land Plants,,0.121329,38.258,chloroplast,74,,120,4,35
97173,Eukaryota,Viridiplantae,Streptophyta,Pinopsida,Pinales,Pinaceae,Abies,Abies concolor,Eukaryota;Plants;Land Plants,,0.120427,38.3369,plastid,71,,113,4,35
425837,Eukaryota,Viridiplantae,Streptophyta,Pinopsida,Pinales,Pinaceae,Abies,Abies delavayi,Eukaryota;Plants;Land Plants,,0.120141,38.2592,chloroplast,74,,113,4,35
97166,Eukaryota,Viridiplantae,Streptophyta,Pinopsida,Pinales,Pinaceae,Abies,Abies fabri,Eukaryota;Plants;Land Plants,,0.120027,38.2956,chloroplast,74,,113,4,35
_,Eukaryota,Viridiplantae,Streptophyta,Pinopsida,Pinales,Pinaceae,Abies,Abies fanjingshanensis,Eukaryota;Plants;Land Plants,,0.120057,38.2976,chloroplast,74,,113,4,35
97167,Eukaryota,Viridiplantae,Streptophyta,Pinopsida,Pinales,Pinaceae,Abies,Abies fargesii,Eukaryota;Plants;Land Plants,,0.121799,38.2704,chloroplast,74,,113,4,35
2358304,Eukaryota,Viridiplantae,Streptophyta,Pinopsida,Pinales,Pinaceae,Abies,Abies georgei var. smithii,Eukaryota;Plants;Land Plants,,0.121191,38.2603,chloroplast,79,,117,4,34
342582,Eukaryota,Viridiplantae,Streptophyta,Pinopsida,Pinales,Pinaceae,Abies,Abies kawakamii,Eukaryota;Plants;Land Plants,,0.12129,38.2529,chloroplast,74,,113,4,35
97170,Eukaryota,Viridiplantae,Streptophyta,Pinopsida,Pinales,Pinaceae,Abies,Abies koreana,Eukaryota;Plants;Land Plants,,0.121373,38.2499,chloroplast,74,,113,4,35
1055014,Eukaryota,Viridiplantae,Streptophyta,Pinopsida,Pinales,Pinaceae,Abies,Abies nukiangensis,Eukaryota;Plants;Land Plants,,0.120017,38.2904,chloroplast,74,,113,4,35
425948,Eukaryota,Viridiplantae,Streptophyta,Pinopsida,Pinales,Pinaceae,Abies,Abies religiosa,Eukaryota;Plants;Land Plants,,0.119423,38.3611,plastid,65,,65,0,0
97169,Eukaryota,Viridiplantae,Streptophyta,Pinopsida,Pinales,Pinaceae,Abies,Abies sibirica,Eukaryota;Plants;Land Plants,,0.121224,38.2606,chloroplast,74,,120,4,35
745664,Eukaryota,Viridiplantae,Streptophyta,Pinopsida,Pinales,Pinaceae,Abies,Abies yuanbaoshanensis,Eukaryota;Plants;Land Plants,,0.121795,38.2856,chloroplast,74,,113,4,35
473868,Eukaryota,Metazoa,Arthropoda,Insecta,Lepidoptera,Riodinidae,Abisara,Abisara fylloides,Eukaryota;Animals;Insects,,0.015301,18.8288,mitochondrion,13,,13,2,22
129035,Eukaryota,Metazoa,Chordata,Actinopteri,Beloniformes,Belonidae,Ablennes,Ablennes hians,Eukaryota;Animals;Fishes,,0.016825,41.7415,mitochondrion,13,,13,2,22
643435,Eukaryota,Metazoa,Chordata,Actinopteri,Cypriniformes,Nemacheilidae,Aborichthys,Aborichthys elongatus,Eukaryota;Animals;Fishes,,0.016544,40.5404,mitochondrion,13,,37,2,22
38527,Eukaryota,Metazoa,Chordata,Actinopteri,Cypriniformes,Leuciscidae,Abramis,Abramis brama,Eukaryota;Animals;Fishes,,0.016607,43.0421,mitochondrion,13,,13,2,22
1396860,Eukaryota,Metazoa,Chordata,Actinopteri,Characiformes,Anostomidae,Abramites,Abramites hypselonotus,Eukaryota;Animals;Fishes,,0.016685,42.1277,mitochondrion,13,,37,2,22
1986468,Eukaryota,Metazoa,Arthropoda,Insecta,Lepidoptera,Geometridae,Abraxas,Abraxas suspecta,Eukaryota;Animals;Insects,,0.015537,19.1285,mitochondrion,13,,37,2,22
425081,Eukaryota,Metazoa,Arthropoda,Insecta,Lepidoptera,Hesperiidae,Abraximorpha,Abraximorpha davidii,Eukaryota;Animals;Insects,,0.015469,18.4563,mitochondrion,13,,37,2,22
278977,Eukaryota,Metazoa,Chordata,Lepidosauria,Squamata,Anguidae,Abronia,Abronia graminea,Eukaryota;Animals;Reptiles,,0.016016,39.6978,mitochondrion,13,,13,2,22
254365,Eukaryota,Metazoa,Arthropoda,Insecta,Lepidoptera,Noctuidae,Abrostola,Abrostola triplasia,Eukaryota;Animals;Insects,,0.015363,19.2671,mitochondrion,13,,37,2,22
1417361,Eukaryota,Metazoa,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Abrota,Abrota ganga,Eukaryota;Animals;Insects,,0.015356,18.794,mitochondrion,13,,13,2,22
2664682,Eukaryota,Metazoa,Arthropoda,Insecta,Hemiptera,Cicadellidae,Abrus,Abrus expansivus,Eukaryota;Animals;Insects,,0.015904,25.2578,mitochondrion,13,,37,2,22
3816,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Fabales,Fabaceae,Abrus,Abrus precatorius,Eukaryota;Plants;Land Plants,,0.1565,35.4032,plastid,83,,130,8,37
2307266,Eukaryota,Metazoa,Arthropoda,Insecta,Coleoptera,Lampyridae,Abscondita,Abscondita anceyi,Eukaryota;Animals;Insects,,0.016519,20.1586,mitochondrion,13,,37,2,22
2069292,Eukaryota,Metazoa,Arthropoda,Insecta,Coleoptera,Lampyridae,Abscondita,Abscondita terminalis,Eukaryota;Animals;Insects,,0.016402,20.1988,mitochondrion,13,,37,2,22
229088,Eukaryota,Metazoa,Chordata,Actinopteri,,Pomacentridae,Abudefduf,Abudefduf bengalensis,Eukaryota;Animals;Fishes,,0.016776,44.8259,mitochondrion,13,,37,2,22
192871,Eukaryota,Metazoa,Chordata,Actinopteri,,Pomacentridae,Abudefduf,Abudefduf vaigiensis,Eukaryota;Animals;Fishes,,0.016703,45.405,mitochondrion,13,,13,2,22
3631,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Malvales,Malvaceae,Abutilon,Abutilon theophrasti,Eukaryota;Plants;Land Plants,,0.160446,36.8866,chloroplast,84,,129,8,36
205042,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Fabales,Fabaceae,Acacia,Acacia dealbata,Eukaryota;Plants;Land Plants,,0.174217,35.3863,chloroplast,91,,137,8,37
138025,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Fabales,Fabaceae,Acacia,Acacia ligulata,Eukaryota;Plants;Land Plants,,0.174233,35.3745,chloroplast,89,,134,8,37
138025,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Fabales,Fabaceae,Acacia,Acacia ligulata,Eukaryota;Plants;Land Plants,,0.698138,45.0642,mitochondrion,38,,63,3,22
205059,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Fabales,Fabaceae,Acacia,Acacia podalyriifolia,Eukaryota;Plants;Land Plants,,0.175589,35.2044,plastid,90,,136,8,37
44213,Eukaryota,Metazoa,Cnidaria,Anthozoa,Alcyonacea,Isididae,Acanella,Acanella arbuscula,Eukaryota;Animals;Other Animals,,0.018616,37.2529,mitochondrion,14,,14,2,1
1449960,Eukaryota,Metazoa,Arthropoda,Insecta,Megaloptera,Corydalidae,Acanthacorydalis,Acanthacorydalis orientalis,Eukaryota;Animals;Insects,,0.015753,23.2337,mitochondrion,13,,13,2,22
392908,Eukaryota,Metazoa,Chordata,Actinopteri,Tetraodontiformes,Monacanthidae,Acanthaluteres,Acanthaluteres brownii,Eukaryota;Animals;Fishes,,0.016441,47.2903,mitochondrion,13,,13,2,22
270607,Eukaryota,Metazoa,Chordata,Actinopteri,Pempheriformes,Percophidae,Acanthaphritis,Acanthaphritis unoorum,Eukaryota;Animals;Fishes,,0.01662,42.864,mitochondrion,13,,37,2,22
1911546,Eukaryota,Metazoa,Arthropoda,Insecta,Hemiptera,Reduviidae,Acanthaspis,Acanthaspis cincticrus,Eukaryota;Animals;Insects,,0.015686,28.0122,mitochondrion,13,,37,2,22
1524498,Eukaryota,Metazoa,Arthropoda,Insecta,Hemiptera,Reduviidae,Acanthaspis,Acanthaspis ruficeps,Eukaryota;Animals;Insects,,0.015846,28.1459,mitochondrion,13,,37,2,22
339859,Eukaryota,Metazoa,Echinodermata,Asteroidea,Valvatida,Acanthasteridae,Acanthaster,Acanthaster brevispinus,Eukaryota;Animals;Other Animals,,0.016254,43.6262,mitochondrion,13,,13,2,22
133434,Eukaryota,Metazoa,Echinodermata,Asteroidea,Valvatida,Acanthasteridae,Acanthaster,Acanthaster planci,Eukaryota;Animals;Other Animals,,0.016234,43.6615,mitochondrion,13,GCA_001949145.1,37,2,22
54769,Eukaryota,Metazoa,Chordata,Aves,Passeriformes,Fringillidae,Acanthis,Acanthis flammea,Eukaryota;Animals;Birds,,0.01682,45.4875,mitochondrion,13,,37,2,22
57068,Eukaryota,Metazoa,Chordata,Aves,Passeriformes,Acanthisittidae,Acanthisitta,Acanthisitta chloris,Eukaryota;Animals;Birds,,0.016935,46.4895,mitochondrion,13,,37,2,22
1267101,Eukaryota,Metazoa,Cnidaria,Anthozoa,Alcyonacea,Acanthoaxiidae,Acanthoaxis,Acanthoaxis wirtzi,Eukaryota;Animals;Other Animals,,0.019648,35.6983,mitochondrion,14,,17,2,1
643423,Eukaryota,Metazoa,Chordata,Actinopteri,Cypriniformes,Leuciscidae,Acanthobrama,Acanthobrama persidis,Eukaryota;Animals;Fishes,,0.016613,44.2244,mitochondrion,13,,37,2,22
179859,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Dipsacales,Caprifoliaceae,Acanthocalyx,Acanthocalyx alba,Eukaryota;Plants;Land Plants,,0.157999,38.3604,chloroplast,75,,128,8,37
385555,Eukaryota,Metazoa,Mollusca,Bivalvia,Cardiida,Cardiidae,Acanthocardia,Acanthocardia tuberculata,Eukaryota;Animals;Other Animals,,0.016104,40.0956,mitochondrion,12,,12,2,23
270597,Eukaryota,Metazoa,Chordata,Actinopteri,Priacanthiformes,Cepolidae,Acanthocepola,Acanthocepola krusensternii,Eukaryota;Animals;Fishes,,0.016415,45.7447,mitochondrion,13,,37,2,22
6277,Eukaryota,Metazoa,Nematoda,Chromadorea,Rhabditida,Onchocercidae,Acanthocheilonema,Acanthocheilonema viteae,Eukaryota;Animals;Roundworms,,0.013724,26.4573,mitochondrion,12,,12,2,22
1503212,Eukaryota,Metazoa,Mollusca,Polyplacophora,Chitonida,Acanthochitonidae,Acanthochitona,Acanthochitona avicula,Eukaryota;Animals;Other Animals,,0.015203,31.4346,mitochondrion,13,,37,2,22
145231,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Pandanales,Velloziaceae,Acanthochlamys,Acanthochlamys bracteata,Eukaryota;Plants;Land Plants,,0.153842,37.3715,chloroplast,85,,131,8,38
425510,Eukaryota,Metazoa,Chordata,Actinopteri,Cypriniformes,Nemacheilidae,Acanthocobitis,Acanthocobitis botia,Eukaryota;Animals;Fishes,,0.01666,42.479,mitochondrion,13,,37,2,22
425497,Eukaryota,Metazoa,Chordata,Actinopteri,Cypriniformes,Nemacheilidae,Acanthocobitis,Acanthocobitis zonalternans,Eukaryota;Animals;Fishes,,0.016642,43.5705,mitochondrion,13,,37,2,22
111505,Eukaryota,Metazoa,Chordata,Lepidosauria,Squamata,Lacertidae,Acanthodactylus,Acanthodactylus aureus,Eukaryota;Animals;Reptiles,,0.017021,40.3443,mitochondrion,13,,37,2,22
111507,Eukaryota,Metazoa,Chordata,Lepidosauria,Squamata,Lacertidae,Acanthodactylus,Acanthodactylus boskianus,Eukaryota;Animals;Reptiles,,0.017143,42.0463,mitochondrion,13,,37,2,22
111511,Eukaryota,Metazoa,Chordata,Lepidosauria,Squamata,Lacertidae,Acanthodactylus,Acanthodactylus erythrurus,Eukaryota;Animals;Reptiles,,0.016827,39.1038,mitochondrion,13,,37,2,22
1855261,Eukaryota,Metazoa,Chordata,Lepidosauria,Squamata,Lacertidae,Acanthodactylus,Acanthodactylus guineensis,Eukaryota;Animals;Reptiles,,0.016963,39.2442,mitochondrion,13,,37,2,22
80464,Eukaryota,Metazoa,Chordata,Lepidosauria,Squamata,Lacertidae,Acanthodactylus,Acanthodactylus schmidti,Eukaryota;Animals;Reptiles,,0.016943,43.1388,mitochondrion,13,,37,2,22
267130,Eukaryota,Metazoa,Chordata,Actinopteri,Gobiiformes,Gobiidae,Acanthogobius,Acanthogobius hasta,Eukaryota;Animals;Fishes,,0.016663,45.46,mitochondrion,13,,13,2,22
767263,Eukaryota,Metazoa,Cnidaria,Anthozoa,Alcyonacea,Acanthogorgiidae,Acanthogorgia,Acanthogorgia breviflora,Eukaryota;Animals;Other Animals,,0.018714,37.3303,mitochondrion,14,,17,2,1
8177,Eukaryota,Metazoa,Chordata,Actinopteri,Spariformes,Sparidae,Acanthopagrus,Acanthopagrus latus,Eukaryota;Animals;Fishes,,0.016635,44.7851,mitochondrion,13,,37,2,22
72011,Eukaryota,Metazoa,Chordata,Actinopteri,Spariformes,Sparidae,Acanthopagrus,Acanthopagrus schlegelii,Eukaryota;Animals;Fishes,,0.016649,44.0927,mitochondrion,13,,13,2,22
1678904,Eukaryota,Metazoa,Chordata,Actinopteri,Spariformes,Sparidae,Acanthopagrus,Acanthopagrus schlegelii,Eukaryota;Animals;Fishes,,0.016649,44.0987,mitochondrion,13,,37,2,22
1765094,Eukaryota,Metazoa,Arthropoda,Insecta,Lepidoptera,Psychidae,Acanthopsyche,Acanthopsyche nigraplaga,Eukaryota;Animals;Insects,,0.015704,20.0522,mitochondrion,13,,37,2,22
266336,Eukaryota,Metazoa,Chordata,Aves,Passeriformes,Meliphagidae,Acanthorhynchus,Acanthorhynchus tenuirostris,Eukaryota;Animals;Birds,,0.016614,46.9905,mitochondrion,13,,37,2,22
200917,Eukaryota,Metazoa,Arthropoda,Insecta,Coleoptera,Chrysomelidae,Acanthoscelides,Acanthoscelides obtectus,Eukaryota;Animals;Insects,,0.01613,23.602,mitochondrion,13,,37,2,22
459747,Eukaryota,Metazoa,Chordata,Actinopteri,Acanthuriformes,Acanthuridae,Acanthurus,Acanthurus leucosternon,Eukaryota;Animals;Fishes,,0.016434,44.3349,mitochondrion,13,,13,2,22
483362,Eukaryota,Metazoa,Chordata,Actinopteri,Acanthuriformes,Acanthuridae,Acanthurus,Acanthurus lineatus,Eukaryota;Animals;Fishes,,0.016532,43.57,mitochondrion,13,,13,2,22
328098,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Lamiales,Acanthaceae,Acanthus,Acanthus ilicifolius,Eukaryota;Plants;Land Plants,,0.150758,38.4072,chloroplast,84,,128,8,36
357281,Eukaryota,Metazoa,Chordata,Actinopteri,Cypriniformes,Cobitidae,Acantopsis,Acantopsis choirorhynchos,Eukaryota;Animals;Fishes,,0.0166,43.4036,mitochondrion,13,,13,2,22
1527573,Eukaryota,Metazoa,Arthropoda,Thecostraca,Balanomorpha,Balanidae,Acasta,Acasta sulcata,Eukaryota;Animals;Other Animals,,0.015326,27.5936,mitochondrion,13,,37,2,22
8957,Eukaryota,Metazoa,Chordata,Aves,Accipitriformes,Accipitridae,Accipiter,Accipiter gentilis,Eukaryota;Animals;Birds,,0.018266,44.1147,mitochondrion,13,,13,2,22
211598,Eukaryota,Metazoa,Chordata,Aves,Accipitriformes,Accipitridae,Accipiter,Accipiter nisus,Eukaryota;Animals;Birds,,0.018647,43.0364,mitochondrion,13,,13,2,22
210844,Eukaryota,Metazoa,Chordata,Aves,Accipitriformes,Accipitridae,Accipiter,Accipiter trivirgatus,Eukaryota;Animals;Birds,,0.018454,44.4402,mitochondrion,13,,37,2,22
387810,Eukaryota,Metazoa,Chordata,Aves,Accipitriformes,Accipitridae,Accipiter,Accipiter virgatus,Eukaryota;Animals;Birds,,0.017952,45.0479,mitochondrion,13,,13,2,22
376894,Eukaryota,Metazoa,Chordata,Actinopteri,Gobiiformes,Gobiidae,Acentrogobius,Acentrogobius caninus,Eukaryota;Animals;Fishes,,0.016614,45.9673,mitochondrion,13,,37,2,22
1285428,Eukaryota,Metazoa,Chordata,Actinopteri,Gobiiformes,Gobiidae,Acentrogobius,Acentrogobius chlorostigmatoides,Eukaryota;Animals;Fishes,,0.017098,44.6485,mitochondrion,13,,13,2,22
376893,Eukaryota,Metazoa,Chordata,Actinopteri,Gobiiformes,Gobiidae,Acentrogobius,Acentrogobius pflaumii,Eukaryota;Animals;Fishes,,0.016515,47.6597,mitochondrion,13,,13,2,22
1779280,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Sapindales,Sapindaceae,Acer,Acer amplum,Eukaryota;Plants;Land Plants,,0.156225,37.9005,chloroplast,84,,134,8,40
1642853,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Sapindales,Sapindaceae,Acer,Acer amplum subsp. catalpifolium,Eukaryota;Plants;Land Plants,,0.157349,37.8623,chloroplast,89,,137,8,39
134795,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Sapindales,Sapindaceae,Acer,Acer argutum,Eukaryota;Plants;Land Plants,,0.15599,37.8832,chloroplast,89,,138,8,40
57649,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Sapindales,Sapindaceae,Acer,Acer buergerianum,Eukaryota;Plants;Land Plants,,0.156477,37.8797,chloroplast,88,,133,8,36
171881,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Sapindales,Sapindaceae,Acer,Acer caesium,Eukaryota;Plants;Land Plants,,0.155626,37.9686,chloroplast,84,,134,8,40
873086,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Sapindales,Sapindaceae,Acer,Acer calcaratum,Eukaryota;Plants;Land Plants,,0.156981,37.8721,chloroplast,90,,139,8,40
66205,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Sapindales,Sapindaceae,Acer,Acer campestre,Eukaryota;Plants;Land Plants,,0.15631,37.8735,chloroplast,89,,138,8,40
169053,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Sapindales,Sapindaceae,Acer,Acer cappadocicum,Eukaryota;Plants;Land Plants,,0.156313,37.9022,chloroplast,85,,135,8,40
355903,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Sapindales,Sapindaceae,Acer,Acer cinnamomifolium,Eukaryota;Plants;Land Plants,,0.156227,37.9345,chloroplast,86,,128,8,34
66207,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Sapindales,Sapindaceae,Acer,Acer circinatum,Eukaryota;Plants;Land Plants,,0.15685,37.8795,chloroplast,90,,139,8,40
134796,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Sapindales,Sapindaceae,Acer,Acer cissifolium,Eukaryota;Plants;Land Plants,,0.155997,37.9059,chloroplast,88,,136,8,40
1779278,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Sapindales,Sapindaceae,Acer,Acer coriaceifolium,Eukaryota;Plants;Land Plants,,0.155944,37.9572,chloroplast,85,,135,8,40
66208,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Sapindales,Sapindaceae,Acer,Acer crataegifolium,Eukaryota;Plants;Land Plants,,0.15625,37.8861,chloroplast,89,,138,8,40
168559,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Sapindales,Sapindaceae,Acer,Acer davidii,Eukaryota;Plants;Land Plants,,0.157044,37.941,chloroplast,86,,136,8,40
66209,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Sapindales,Sapindaceae,Acer,Acer diabolicum,Eukaryota;Plants;Land Plants,,0.156127,38.0094,chloroplast,89,,138,8,40
66210,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Sapindales,Sapindaceae,Acer,Acer distylum,Eukaryota;Plants;Land Plants,,0.155857,37.8738,chloroplast,89,,138,8,40
1008897,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Sapindales,Sapindaceae,Acer,Acer elegantulum,Eukaryota;Plants;Land Plants,,0.156834,37.8897,chloroplast,90,,139,8,40
99155,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Sapindales,Sapindaceae,Acer,Acer fabri,Eukaryota;Plants;Land Plants,,0.157031,37.8741,chloroplast,86,,136,8,40
1895586,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Sapindales,Sapindaceae,Acer,Acer fenzelianum,Eukaryota;Plants;Land Plants,,0.157373,37.828,chloroplast,87,,137,8,40
291221,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Sapindales,Sapindaceae,Acer,Acer flabellatum,Eukaryota;Plants;Land Plants,,0.156472,37.87,chloroplast,86,,136,8,40
2499985,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Sapindales,Sapindaceae,Acer,Acer granatense,Eukaryota;Plants;Land Plants,,0.156206,37.9,chloroplast,89,,138,8,40
291206,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Sapindales,Sapindaceae,Acer,Acer grandidentatum,Eukaryota;Plants;Land Plants,,0.156089,37.9188,chloroplast,89,,138,8,40
168561,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Sapindales,Sapindaceae,Acer,Acer griseum,Eukaryota;Plants;Land Plants,,0.156857,37.9097,chloroplast,86,,136,8,40
168562,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Sapindales,Sapindaceae,Acer,Acer henryi,Eukaryota;Plants;Land Plants,,0.156325,37.8865,chloroplast,88,,136,8,40
290838,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Sapindales,Sapindaceae,Acer,Acer hyrcanum,Eukaryota;Plants;Land Plants,,0.15591,37.9225,chloroplast,89,,138,8,40
47966,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Sapindales,Sapindaceae,Acer,Acer japonicum,Eukaryota;Plants;Land Plants,,0.156936,37.8747,chloroplast,90,,139,8,40
355900,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Sapindales,Sapindaceae,Acer,Acer laevigatum,Eukaryota;Plants;Land Plants,,0.156905,37.8796,chloroplast,87,,137,8,40
134797,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Sapindales,Sapindaceae,Acer,Acer laurinum,Eukaryota;Plants;Land Plants,,0.156175,37.8556,chloroplast,89,,138,8,40
171212,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Sapindales,Sapindaceae,Acer,Acer lobelii,Eukaryota;Plants;Land Plants,,0.156388,37.8725,chloroplast,89,,138,8,40
1779279,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Sapindales,Sapindaceae,Acer,Acer longipes,Eukaryota;Plants;Land Plants,,0.157137,37.8612,chloroplast,88,,138,8,40
66211,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Sapindales,Sapindaceae,Acer,Acer macrophyllum,Eukaryota;Plants;Land Plants,,0.155757,37.9412,chloroplast,89,,138,8,40
168564,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Sapindales,Sapindaceae,Acer,Acer mandshuricum,Eukaryota;Plants;Land Plants,,0.156234,37.9098,chloroplast,88,,136,8,40
948960,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Sapindales,Sapindaceae,Acer,Acer miaotaiense,Eukaryota;Plants;Land Plants,,0.156595,37.885,chloroplast,89,,137,8,40
168566,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Sapindales,Sapindaceae,Acer,Acer monspessulanum,Eukaryota;Plants;Land Plants,,0.156172,37.905,chloroplast,89,,138,8,40
934068,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Sapindales,Sapindaceae,Acer,Acer morrisonense,Eukaryota;Plants;Land Plants,,0.157197,37.8188,chloroplast,86,,136,8,40
